time,omega_b2i_0,omega_b2i_1,omega_b2i_2,q_i2b_0,q_i2b_1,q_i2b_2,q_i2b_3,q_i2d_0,q_i2d_1,q_i2d_2,q_i2d_3,r_mass_0,r_mass_1,r_mass_2,rdot_mass_0,rdot_mass_1,rdot_mass_2,r_mass_commanded_0,r_mass_commanded_1,r_mass_commanded_2,u_com_0,u_com_1,u_com_2,u_actual_0,u_actual_1,u_actual_2,theta_hat_0,theta_hat_1,theta_hat_2,omega_d2i_D_0,omega_d2i_D_1,omega_d2i_D_2
6.0,0.007867000065743923,0.013313000090420246,-0.026534000411629677,0.9998440146446228,-0.007621999830007553,0.015917999669909477,1.9999999494757503e-05,0.9905249784861765,0.0,0.0,-0.1373326872778644,0.0,0.0,-0.1208,0.0,0.0,0.0,0.006591776819052168,0.0027931893729615225,-0.1208,0.014259370059971415,-0.03364601782099329,-5.894036917954268e-05,-0.009391875433201425,0.019615265152259576,0.0,-0.2504334609903051,-0.10992208395112865,-0.009652970944178173,0.0,0.0,-0.026970778866524082
33.0,0.007867000065743923,0.013313000090420246,-0.026534000411629677,0.9998440146446228,-0.007621999830007553,0.015917999669909477,1.9999999494757503e-05,0.9904757072563097,0.0,0.0,-0.1376875932504925,0.0007092144985790666,0.00030394907081959994,-0.1208,0.10563243107700525,0.10563243107700525,0.0,0.010569647658062368,0.0035102406441910234,-0.1208,0.01792561240906444,-0.053947631038904924,-0.00025177577146776254,-0.007842337054505473,0.01599967560196902,-2.9814343360988826e-06,-0.25111572034608476,-0.11011779039575793,-0.009677686339686605,0.0,0.0,-0.026970778866524082
53.0,0.007867000065743923,0.013313000090420246,-0.026534000411629677,0.9998440146446228,-0.007621999830007553,0.015917999669909477,1.9999999494757503e-05,0.9904381217277614,0.0,0.0,-0.13795770014168846,0.002938174351256133,0.002634225280436533,-0.1208,0.22925329718845827,0.08105466403944848,0.0,0.010587598257056387,0.003510692734684446,-0.1208,0.017927962163257514,-0.05403923750669523,-0.0002530979727492352,0.004037457182163492,0.004636394158198707,0.0001027187983431633,-0.2516350371592299,-0.11026658685336672,-0.009696496420075994,0.0,0.0,-0.026970778866524082
69.0,0.03396200016140938,-0.021858999505639076,-0.02684199996292591,0.9998440146446228,-0.007083999924361706,0.016186999157071114,-0.0004290000069886446,0.9904076732712696,0.0,0.0,-0.13817612212459252,0.006382930487211599,0.0034447561359554663,-0.1208,0.15955395738362085,0.0,0.0,0.009736816709731292,0.0024883313045941835,-0.1208,0.012710916457598337,-0.049696340090077756,-0.0002934995064450711,0.00882355376672587,-0.012597479844354078,5.514310058384332e-05,-0.25202509000849016,-0.11035700476218446,-0.00971037614377787,0.0,0.0,-0.02761440574027096
91.0,0.03396200016140938,-0.021858999505639076,-0.02684199996292591,0.9998440146446228,-0.007083999924361706,0.016186999157071114,-0.0004290000069886446,0.990366588645562,0.0,0.0,-0.13847028596255573,0.009523737552347467,0.003140807065135866,-0.1208,0.06408008150001449,-0.0708849741787032,0.0,0.009737423838618357,0.0024867425800873225,-0.1208,0.012702816904611367,-0.04969943476786807,-0.00029380570382019436,0.007274016226482137,-0.02860936776020597,-8.780602102343941e-05,-0.25252794196022205,-0.1104562341674756,-0.009728067956412727,0.0,0.0,-0.027614405740270957
117.0,0.03396200016140938,-0.021858999505639076,-0.02684199996292591,0.9998440146446228,-0.007083999924361706,0.016186999157071114,-0.0004290000069886446,0.990316278065588,0.0,0.0,-0.13882964164155034,0.009827686623167065,0.0024315925665567995,-0.1208,-0.028661069409972834,0.0,0.0,0.009733258008138066,0.002489996928183229,-0.1208,0.012719401208641382,-0.04967818264506585,-0.00029296711662575776,0.003658428632580099,-0.03015890530044969,-0.0001594803073904497,-0.25314232613482907,-0.11057723610667544,-0.009749680445807778,0.0,0.0,-0.027614405740270968
142.0,0.02304599992930889,0.011758999899029732,-0.0347599983215332,0.9998570084571838,-0.006219000089913607,0.01570199988782406,-0.00107999995816499,0.9902553035849996,0.0,0.0,-0.139263899564031,0.009726370266227198,0.0024315925665567995,-0.1208,0.0,0.0,0.0,0.01042128238799259,0.002564736420302144,-0.1208,0.013098629816744586,-0.05318826420118441,-0.0002522942130212047,0.004712559116186607,-0.030246993981247243,-0.00011823243425994897,-0.2537570636556733,-0.11068274753141248,-0.009770302141404077,0.0,0.0,-0.035610144115121624
163.0,0.02304599992930889,0.011758999899029732,-0.0347599983215332,0.9998570084571838,-0.006219000089913607,0.01570199988782406,-0.00107999995816499,0.9902033001244908,0.0,0.0,-0.13963317808661352,0.010334268407866398,0.0025329089234966667,-0.1208,0.0,0.0,0.0,0.010430860217997601,0.0025635000297230706,-0.1208,0.013092344488519028,-0.053237140464347264,-0.00025310143869590793,0.005229099507336474,-0.03334623632814642,-0.00012980209725307947,-0.2542798973910858,-0.11077226523453684,-0.009787838134942554,0.0,0.0,-0.03561014411512162
188.0,0.03619199991226196,0.014770999550819397,-0.004519000183790922,0.9998540282249451,-0.0056119998916983604,0.01606299914419651,-0.001601999974809587,0.9901713311225071,0.0,0.0,-0.13985969763689077,0.010334268407866398,0.0025329089234966667,-0.1208,0.0,0.0,0.0,0.010646324482337951,0.0019166944599582551,-0.1208,0.009792692642441836,-0.05433713792822144,-0.00029838220714361105,0.005966181746563717,-0.03290378161389105,-9.252245423732862e-05,-0.25492321022129005,-0.11085100958082506,-0.009809257733441134,0.0,0.0,-0.005844793608286329
213.0,0.03619199991226196,0.014770999550819397,-0.004519000183790922,0.9998540282249451,-0.0056119998916983604,0.01606299914419651,-0.001601999974809587,0.9901611340447369,0.0,0.0,-0.1399318713776133,0.010638217478685999,0.0019250107818574664,-0.1208,0.0,-0.028661069409972834,0.0,0.010654322319191464,0.0019165949312963458,-0.1208,0.009792199930835802,-0.05437795476495868,-0.00029885846248201643,0.002866966829093369,-0.034453389072626225,-0.00015283939314095327,-0.25556204047331915,-0.11090822144293602,-0.009830423559446015,0.0,0.0,-0.005844793608286328
