time,omega_b2i_0,omega_b2i_1,omega_b2i_2,q_b2i_0,q_b2i_1,q_b2i_2,q_b2i_3,q_i2d_0,q_i2d_1,q_i2d_2,q_i2d_3,r_mass_0,r_mass_1,r_mass_2,rdot_mass_0,rdot_mass_1,rdot_mass_2,r_mass_commanded_0,r_mass_commanded_1,r_mass_commanded_2,u_com_0,u_com_1,u_com_2,u_actual_0,u_actual_1,u_actual_2,theta_hat_0,theta_hat_1,theta_hat_2,omega_d2i_D_0,omega_d2i_D_1,omega_d2i_D_2
7846.0,0.21280400454998016,0.06098100170493126,-0.05459300056099892,0.9875209927558899,-0.002002999885007739,-0.03749300166964531,-0.15294599533081055,0.999306416331012,0.0,0.0,-0.03723823679593406,-0.014690871756280666,0.0041539706345345324,-0.1208,-0.028661069409972834,-0.0877744104539159,0.0,-0.014839251952079264,0.0013898479314566794,-0.1208,0.007157583779256372,0.0759020109380077,-0.0006469634104303552,0.030635645827750985,0.11998382683074683,0.00020626029034603776,-0.1099219830084874,0.015028512114681987,0.029370099794298582,0.0,0.0,-0.06912625700779937
7867.0,0.21280400454998016,0.06098100170493126,-0.05459300056099892,0.9875209927558899,-0.002002999885007739,-0.03749300166964531,-0.15294599533081055,0.9992789558672959,0.0,0.0,-0.03796799126589163,-0.014792188113220531,0.002026327138797333,-0.1208,0.0,-0.049637252813650556,0.0,-0.014812927650565046,0.0014024270865280017,-0.1208,0.007221434405135696,0.07576745066961135,-0.0006401796821737258,0.01981271289629333,0.12049920458938766,-0.0002086393299834188,-0.10867670955644096,0.014787286537913244,0.029465539584430885,0.0,0.0,-0.06912625700779937
7893.0,0.2000110000371933,0.1010499969124794,-0.054930999875068665,0.9873489737510681,0.004449000116437674,-0.035436999052762985,-0.15448600053787231,0.999244784566841,0.0,0.0,-0.038856923655475877,-0.014792188113220531,0.0013171126402182665,-0.1208,0.0,0.0,0.0,-0.013870317524794265,-0.0013686531335611615,-0.1208,-0.006953040074943441,0.07093478425876061,-0.0006512501270635474,0.008034980743806704,0.11923424208538007,0.0001629348389062257,-0.10719611466741338,0.014674351175642364,0.029574350161809485,0.0,0.0,-0.06884338429321188
7917.0,0.2000110000371933,0.1010499969124794,-0.054930999875068665,0.9873489737510681,0.004449000116437674,-0.035436999052762985,-0.15448600053787231,0.9992113699350426,0.0,0.0,-0.039706903587857376,-0.013779024543821865,0.0,-0.1208,0.0,-0.10332404939043764,0.0,-0.013865656268469945,-0.0013524971012673723,-0.1208,-0.006870838511369881,0.0709109583208488,-0.0006453181960167133,0.0013332699379341177,0.11407907992701653,-7.837924517883228e-05,-0.10580101737400728,0.014668411983107074,0.02967416065598303,0.0,0.0,-0.06884338429321189
7939.0,0.1649329960346222,0.1484069973230362,-0.055677998811006546,0.9871640205383301,0.01083299983292818,-0.03222300112247467,-0.15605099499225616,0.9991820981490883,0.0,0.0,-0.04043679930936534,-0.013779024543821865,-0.0013171126402182665,-0.1208,0.0,0.0,0.0,-0.01225582251570908,-0.0036451477681448876,-0.1208,-0.01860162251464207,0.06267036911720045,-0.0005374265095916735,-0.01368579308993651,0.11141405766814606,0.00017847332022141575,-0.10463023537379294,0.014724393084558661,0.029757240812107556,0.0,0.0,-0.06828140745192118
7960.0,0.1649329960346222,0.1484069973230362,-0.055677998811006546,0.9871640205383301,0.01083299983292818,-0.03222300112247467,-0.15605099499225616,0.9991529784373194,0.0,0.0,-0.04115003863708345,-0.013779024543821865,-0.0013171126402182665,-0.1208,0.0708849741787032,-0.030901488086022066,0.0,-0.012206772572004651,-0.003642980950326662,-0.1208,-0.018590402868725285,0.06241959956395058,-0.0005395211143546541,-0.01368579308993651,0.11141405766814606,0.00017847332022141575,-0.10355313062632436,0.014932246761356375,0.02983193439897886,0.0,0.0,-0.06828140745192117
7986.0,0.1649329960346222,0.1484069973230362,-0.055677998811006546,0.9871640205383301,0.01083299983292818,-0.03222300112247467,-0.15605099499225616,0.9991151721807192,0.0,0.0,-0.04205796854689794,-0.012157962832783998,-0.0034447561359554663,-0.1208,0.0,-0.028661069409972834,0.0,-0.012253423564623953,-0.0036153539180323363,-0.1208,-0.018449960485378007,0.06265798915695121,-0.0005273822535475589,-0.024514246013794067,0.10316380782139743,-0.000244598074513148,-0.102182007444322,0.015195468701541943,0.02992700161717996,0.0,0.0,-0.06828140745192114
8012.0,0.16544100642204285,0.17485399544239044,-0.06406299769878387,0.9869589805603027,0.01691799983382225,-0.02807299979031086,-0.157601997256279,0.9990741452642095,0.0,0.0,-0.04302153256904024,-0.012157962832783998,-0.003546072492895333,-0.1208,0.0,0.0,0.0,-0.010683394793235483,-0.006969480360979679,-0.1208,-0.03557925281535245,0.054635741446663104,-0.0008219876483444075,-0.0331762427436083,0.09932044724748161,0.00021826205783266362,-0.10093311236501494,0.01566192880052581,0.030016336349021514,0.0,0.0,-0.07826731605397517
8033.0,0.16544100642204285,0.17485399544239044,-0.06406299769878387,0.9869589805603027,0.01691799983382225,-0.02807299979031086,-0.157601997256279,0.9990393774044702,0.0,0.0,-0.043821483262075696,-0.011448748334204933,-0.0042552869914744,-0.1208,0.08105466403944848,-0.10563243107700525,0.0,-0.010642864199312438,-0.006965320833005578,-0.1208,-0.035557758042680916,0.05442863456776678,-0.0008257736999176023,-0.03678631699912948,0.09571037299196045,5.922733581713181e-05,-0.09998272862859003,0.01612741051726663,0.030085643346808074,0.0,0.0,-0.07826731605397517
8055.0,0.13619999587535858,0.19179600477218628,-0.06207599863409996,0.9867820143699646,0.021544000133872032,-0.023674000054597855,-0.15886199474334717,0.9990010039875956,0.0,0.0,-0.04468773916608342,-0.010638217478685999,-0.006585563201091333,-0.1208,0.0,-0.049637252813650556,0.0,-0.00910750534609971,-0.008929837853175984,-0.1208,-0.04560274435170143,0.04658318205658864,-0.0008142234127026533,-0.05509126864982134,0.08716594150653173,5.135108125793225e-05,-0.09897961069838583,0.016686514067115216,0.03016066735310062,0.0,0.0,-0.0759568951968827
8081.0,0.13619999587535858,0.19179600477218628,-0.06207599863409996,0.9867820143699646,0.021544000133872032,-0.023674000054597855,-0.15886199474334717,0.9989566285365492,0.0,0.0,-0.045668964329083905,-0.010334268407866398,-0.007598726770489998,-0.1208,0.0708849741787032,-0.10332404939043764,0.0,-0.009082016716807185,-0.008927917504874452,-0.1208,-0.04559271206757051,0.04645303358060788,-0.0008182490214297039,-0.060249030122377575,0.08561861306476486,-0.00011930129284225578,-0.0979248123136473,0.01749356191831203,0.030245587912692672,0.0,0.0,-0.07595689519688269
