time,omega_b2i_0,omega_b2i_1,omega_b2i_2,q_b2i_0,q_b2i_1,q_b2i_2,q_b2i_3,q_i2d_0,q_i2d_1,q_i2d_2,q_i2d_3,r_mass_0,r_mass_1,r_mass_2,rdot_mass_0,rdot_mass_1,rdot_mass_2,r_mass_commanded_0,r_mass_commanded_1,r_mass_commanded_2,u_com_0,u_com_1,u_com_2,u_actual_0,u_actual_1,u_actual_2,theta_hat_0,theta_hat_1,theta_hat_2
22985.0,-0.021031999960541725,0.031265001744031906,-0.00924300029873848,0.9896479845046997,-0.0031620000954717398,0.0007740000146441162,-0.14348000288009644,1.0,0.0,0.0,0.0,0.0021276434957372,0.008105308555189332,-0.1208,0.13441228378085365,-0.14038896592065978,0.0,0.004444198083401711,0.005733993760079688,-0.1208,0.028854467720261373,-0.02365218600081425,-0.16250278434965498,0.045065730651136435,-0.012356491429942877,-1.8214950898701836e-05,0.0,0.0,0.0
22995.0,-0.09405700117349625,-0.10990100353956223,-0.005776999983936548,0.9895930290222168,-0.0045830002054572105,0.0007169999880716205,-0.14382100105285645,1.0,0.0,0.0,0.0,0.0034447561359554663,0.006788195914971066,-0.1208,0.08597126303173705,-0.09504450730537765,0.0,-0.00983986273040555,0.014831792236514003,-0.1208,0.07550236785436606,0.04967638919896669,-0.05876048880914886,0.04008891381037417,-0.019258457175516757,3.1428015206788585e-05,0.0,0.0,0.0
23006.0,-0.09405700117349625,-0.10990100353956223,-0.005776999983936548,0.9895930290222168,-0.0045830002054572105,0.0007169999880716205,-0.14382100105285645,1.0,0.0,0.0,0.0,0.0042552869914744,0.005876348702512266,-0.1208,0.028661069409972834,-0.04052970282241675,0.0,-0.00983986273040555,0.014831792236514003,-0.1208,0.07550236785436606,0.04967638919896669,-0.05876048880914886,0.03543759731147323,-0.023392960730095374,5.68798275448967e-05,0.0,0.0,0.0
23018.0,-0.09405700117349625,-0.10990100353956223,-0.005776999983936548,0.9895930290222168,-0.0045830002054572105,0.0007169999880716205,-0.14382100105285645,1.0,0.0,0.0,0.0,0.004356603348414266,0.005673715988632533,-0.1208,-0.05238866052301734,0.0612923417459669,0.0,-0.00983986273040555,0.014831792236514003,-0.1208,0.07550236785436606,0.04967638919896669,-0.05876048880914886,0.03440397142282857,-0.023909773674417698,6.069930326840866e-05,0.0,0.0,0.0
23030.0,-0.09405700117349625,-0.10990100353956223,-0.005776999983936548,0.9895930290222168,-0.0045830002054572105,0.0007169999880716205,-0.14382100105285645,1.0,0.0,0.0,0.0,0.0034447561359554663,0.006788195914971066,-0.1208,-0.12285013234041045,0.13797261139522898,0.0,-0.00983986273040555,0.014831792236514003,-0.1208,0.07550236785436606,0.04967638919896669,-0.05876048880914886,0.04008891381037417,-0.019258457175516757,3.1428015206788585e-05,0.0,0.0,0.0
23041.0,-0.09405700117349625,-0.10990100353956223,-0.005776999983936548,0.9895930290222168,-0.0045830002054572105,0.0007169999880716205,-0.14382100105285645,1.0,0.0,0.0,0.0,0.0019250107818574664,0.008409257626008932,-0.1208,-0.22169436767392886,0.20195996816771453,0.0,-0.00983986273040555,0.014831792236514003,-0.1208,0.07550236785436606,0.04967638919896669,-0.05876048880914886,0.048357920919531394,-0.011506263010681856,-1.5656133745915676e-05,0.0,0.0,0.0
23052.0,-0.06657099723815918,0.0010870000114664435,0.001673000049777329,0.9895370006561279,-0.007164999842643738,-0.0005579999997280538,-0.14410099387168884,1.0,0.0,0.0,0.0,-0.0015197453540979997,0.010536901121746132,-0.1208,-0.2594969685803947,0.18571662628438562,0.0,0.00026276149278136533,0.015181297869099074,-0.1208,0.07780590348714583,0.003959781489945005,0.36955697632164075,0.06258250875547047,0.007159753145593275,-8.391155250290775e-05,0.0,0.0,0.0
23062.0,-0.06657099723815918,0.0010870000114664435,0.001673000049777329,0.9895370006561279,-0.007164999842643738,-0.0005579999997280538,-0.14410099387168884,1.0,0.0,0.0,0.0,-0.004052654277594666,0.012461911903603597,-0.1208,-0.2163531214455258,0.13743312207142425,0.0,0.00026276149278136533,0.015181297869099074,-0.1208,0.07780590348714583,0.003959781489945005,0.36955697632164075,0.07240136155872015,0.020079296307763905,-0.00018427246680537035,0.0,0.0,0.0
23072.0,-0.06657099723815918,0.0010870000114664435,0.001673000049777329,0.9895370006561279,-0.007164999842643738,-0.0005579999997280538,-0.14410099387168884,1.0,0.0,0.0,0.0,-0.006180297773331866,0.013880340900761732,-0.1208,-0.17194029710367773,0.09927063534256378,0.0,0.00026276149278136533,0.015181297869099074,-0.1208,0.07780590348714583,0.003959781489945005,0.36955697632164075,0.07963630572953571,0.03093171256398724,-0.0002680740990992877,0.0,0.0,0.0
23083.0,-0.06657099723815918,0.0010870000114664435,0.001673000049777329,0.9895370006561279,-0.007164999842643738,-0.0005579999997280538,-0.14410099387168884,1.0,0.0,0.0,0.0,-0.007902675841309598,0.014792188113220531,-0.1208,-0.1249122139694793,0.049637252813650556,0.0,0.00026276149278136533,0.015181297869099074,-0.1208,0.07780590348714583,0.003959781489945005,0.36955697632164075,0.08428734126791713,0.03971700191426326,-0.00033531644938465975,0.0,0.0,0.0
23094.0,-0.06657099723815918,0.0010870000114664435,0.001673000049777329,0.9895370006561279,-0.007164999842643738,-0.0005579999997280538,-0.14410099387168884,1.0,0.0,0.0,0.0,-0.009118472124587999,0.015096137184040133,-0.1208,-0.07581990129949917,0.0,0.0,0.00026276149278136533,0.015181297869099074,-0.1208,0.07780590348714583,0.003959781489945005,0.36955697632164075,0.08583768644737762,0.04591838263210517,-0.0003819236685522268,0.0,0.0,0.0
23105.0,-0.010497000068426132,-0.013395000249147415,-0.007544000167399645,0.9894949793815613,-0.006963999941945076,-0.00028700000257231295,-0.1444000005722046,1.0,0.0,0.0,0.0,-0.009827686623167065,0.015096137184040133,-0.1208,0.03772818404417343,0.0,0.0,-0.0009045211964246429,0.009204923482502325,-0.1208,0.046825870219518964,0.0033190456693661143,-0.09343396078397748,0.08554464753575688,0.04923878061073424,-0.0004155100798233186,0.0,0.0,0.0
23117.0,-0.010497000068426132,-0.013395000249147415,-0.007544000167399645,0.9894949793815613,-0.006963999941945076,-0.00028700000257231295,-0.1444000005722046,1.0,0.0,0.0,0.0,-0.009625053909287333,0.015096137184040133,-0.1208,0.10537508753687902,-0.030901488086022066,0.0,-0.0009045211964246429,0.009204923482502325,-0.1208,0.046825870219518964,0.0033190456693661143,-0.09343396078397748,0.08554464753575688,0.04820521077876927,-0.00040812390103233423,0.0,0.0,0.0
23127.0,-0.010497000068426132,-0.013395000249147415,-0.007544000167399645,0.9894949793815613,-0.006963999941945076,-0.00028700000257231295,-0.1444000005722046,1.0,0.0,0.0,0.0,-0.007902675841309598,0.014792188113220531,-0.1208,0.17113345418393397,-0.0708849741787032,0.0,-0.0009045211964246429,0.009204923482502325,-0.1208,0.046825870219518964,0.0033190456693661143,-0.09343396078397748,0.08399429278780941,0.039419867207067014,-0.0003441880844943239,0.0,0.0,0.0
23138.0,-0.010497000068426132,-0.013395000249147415,-0.007544000167399645,0.9894949793815613,-0.006963999941945076,-0.00028700000257231295,-0.1444000005722046,1.0,0.0,0.0,0.0,-0.005876348702512266,0.013779024543821865,-0.1208,0.20263333692219757,-0.14061088926329463,0.0,-0.0009045211964246429,0.009204923482502325,-0.1208,0.046825870219518964,0.0033190456693661143,-0.09343396078397748,0.07882644362798456,0.02908416888741732,-0.00026648197386900486,0.0,0.0,0.0
23149.0,-0.010497000068426132,-0.013395000249147415,-0.007544000167399645,0.9894949793815613,-0.006963999941945076,-0.00028700000257231295,-0.1444000005722046,1.0,0.0,0.0,0.0,-0.0038500215637149327,0.012157962832783998,-0.1208,0.1569594380490121,-0.1569594380490121,0.0,-0.0009045211964246429,0.009204923482502325,-0.1208,0.046825870219518964,0.0033190456693661143,-0.09343396078397748,0.0705578849722648,0.018748470567767617,-0.00018646926961440088,0.0,0.0,0.0
23159.0,-0.07252299785614014,-0.08790600299835205,0.0036689999978989363,0.9894329905509949,-0.008210999891161919,-0.0018560000462457538,-0.14474600553512573,1.0,0.0,0.0,0.0,-0.0023302762096169332,0.010638217478685999,-0.1208,0.11098765896231287,-0.11098765896231287,0.0,-0.010192672780310738,0.017149225594473176,-0.1208,0.08697183947084847,0.058766805390726276,0.4029377045401165,0.06460378665819103,0.012683996686221104,-6.659704369615696e-05,0.0,0.0,0.0
23171.0,-0.07252299785614014,-0.08790600299835205,0.0036689999978989363,0.9894329905509949,-0.008210999891161919,-0.0018560000462457538,-0.14474600553512573,1.0,0.0,0.0,0.0,-0.0012157962832783998,0.009523737552347467,-0.1208,0.05731542154565024,-0.05731542154565024,0.0,-0.010192672780310738,0.017149225594473176,-0.1208,0.08697183947084847,0.058766805390726276,0.4029377045401165,0.058919407910117814,0.006999617938147889,-2.121043600426003e-05,0.0,0.0,0.0
23182.0,-0.07252299785614014,-0.08790600299835205,0.0036689999978989363,0.9894329905509949,-0.008210999891161919,-0.0018560000462457538,-0.14474600553512573,1.0,0.0,0.0,0.0,-0.0009118472124587998,0.009219788481527866,-0.1208,0.028661069409972834,0.05238866052301734,0.0,-0.010192672780310738,0.017149225594473176,-0.1208,0.08697183947084847,0.058766805390726276,0.4029377045401165,0.057369122797006934,0.005449332825037012,-8.83227027010633e-06,0.0,0.0,0.0
