time,omega_b2i_0,omega_b2i_1,omega_b2i_2,q_i2b_0,q_i2b_1,q_i2b_2,q_i2b_3,q_i2d_0,q_i2d_1,q_i2d_2,q_i2d_3,r_mass_0,r_mass_1,r_mass_2,rdot_mass_0,rdot_mass_1,rdot_mass_2,r_mass_commanded_0,r_mass_commanded_1,r_mass_commanded_2,u_com_0,u_com_1,u_com_2,u_actual_0,u_actual_1,u_actual_2,theta_hat_0,theta_hat_1,theta_hat_2,omega_d2i_D_0,omega_d2i_D_1,omega_d2i_D_2
6.0,0.002937000012025237,-0.011486999690532684,-0.04755299910902977,0.9990689754486084,0.010269000194966793,-0.04189100116491318,0.00018899999849963933,0.9899327101777193,0.0,0.0,-0.14153879086736515,0.0,0.0,-0.1208,0.0,0.0,0.0,-0.027699135571812007,-0.007253334400169133,-0.1208,-0.03712203751734073,0.14183051396369806,0.00020019481365372453,0.012634487597581234,-0.05158288556590271,0.0,1.2515982028953188,0.3256065677477692,-0.11186084425840359,0.0,0.0,-0.04736570118184044
27.0,0.002937000012025237,-0.011486999690532684,-0.04755299910902977,0.9990689754486084,0.010269000194966793,-0.04189100116491318,0.00018899999849963933,0.989862173972213,0.0,0.0,-0.14203125197999356,-0.00030394907081959994,0.0,-0.1208,-0.0708849741787032,-0.0708849741787032,0.0,-0.046431397565686025,-0.008115629543753262,-0.1208,-0.04167087771338185,0.23771156530570556,-0.0013908056840342515,0.012634487597581234,-0.05003815070029668,-1.6384114320743797e-05,1.2560567186197737,0.32613293703865265,-0.11224628373016421,0.0,0.0,-0.04736570118184044
48.0,0.002937000012025237,-0.011486999690532684,-0.04755299910902977,0.9990689754486084,0.010269000194966793,-0.04189100116491318,0.00018899999849963933,0.9897918200791733,0.0,0.0,-0.14252071044012235,-0.002026327138797333,-0.002026327138797333,-0.1208,-0.20361547739829028,-0.17126313911754087,0.0,-0.04650443610275693,-0.008109660815335665,-0.1208,-0.041641172340688655,0.23808533093699968,-0.0014009935046112945,0.0023362551602077197,-0.0412846531285292,0.0003367159398665654,1.2604885747747534,0.3266540046387045,-0.11262937414314018,0.0,0.0,-0.04736570118184044
64.0,-0.06347499787807465,0.022623000666499138,-0.04407700151205063,0.9990670084953308,0.009878000244498253,-0.0420290008187294,-0.0007340000011026859,0.9897359824020169,0.0,0.0,-0.14290796037560088,-0.006686879558031199,-0.004964501490053466,-0.1208,-0.3002104896645638,-0.13743312207142425,0.0,-0.04313706688444361,-0.0007307167253081675,-0.1208,-0.004082292332456794,0.22079374111590955,-0.004043862108877352,-0.013029686446016871,-0.01775745137904435,0.000747840303799946,1.2637937449248644,0.32673158276071657,-0.11290910665871906,0.0,0.0,-0.04879442079050303
85.0,-0.06347499787807465,0.022623000666499138,-0.04407700151205063,0.9990670084953308,0.009878000244498253,-0.0420290008187294,-0.0007340000011026859,0.9896627397130535,0.0,0.0,-0.14341430062463464,-0.013779024543821865,-0.007598726770489998,-0.1208,-0.4244851299475627,-0.06408008150001449,0.0,-0.043243244624764095,-0.0007024483106890547,-0.1208,-0.003939474235285177,0.22133694773242324,-0.004066694064839068,-0.02641729279485898,0.018286104175530563,0.0009601744080382617,1.2677297233562683,0.3261932327840955,-0.11323012941015427,0.0,0.0,-0.048794420790503015
102.0,-0.06347499787807465,0.022623000666499138,-0.04407700151205063,0.9990670084953308,0.009878000244498253,-0.0420290008187294,-0.0007340000011026859,0.9896064137620534,0.0,0.0,-0.14380245422456298,-0.02056722045879293,-0.008105308555189332,-0.1208,-0.4279344756273497,0.0877744104539159,0.0,-0.04333063126040789,-0.0006715785694997438,-0.1208,-0.0037832705536314346,0.22178395409922047,-0.0040887423259185285,-0.028991832477328616,0.05278493592062369,0.0007186510165133037,1.2707473294396194,0.32577893956508974,-0.11347621779184482,0.0,0.0,-0.04879442079050301
127.0,-0.03709699958562851,0.09760099649429321,-0.032976001501083374,0.9991620182991028,0.008268999867141247,-0.04002700001001358,-0.002001000102609396,0.9895281499311261,0.0,0.0,-0.14434001695261917,-0.03049622343889986,-0.0046605524192338665,-0.1208,-0.32166985076228166,0.18124090540818338,0.0,-0.034136886531415674,-0.002443832096395791,-0.1208,-0.012661374020116689,0.17469077082927742,-0.001908651392566315,-0.01341366068571776,0.10577791916937673,-0.0003580282365407252,1.274841240959618,0.32525074038707136,-0.11380646450203881,0.0,0.0,-0.034203442291304904
144.0,-0.03709699958562851,0.09760099649429321,-0.032976001501083374,0.9991620182991028,0.008268999867141247,-0.04002700001001358,-0.002001000102609396,0.98948617477804,0.0,0.0,-0.14462748674827297,-0.03505545950119386,-0.002228959852677066,-0.1208,-0.2594969685803947,0.11462747938833506,0.0,-0.034152910932627026,-0.002437670633258845,-0.1208,-0.012630148830891263,0.17477272357348772,-0.0019125282480617393,-0.0010510724350669672,0.12895777213934698,-0.0010691494691671551,1.2769217716312016,0.32502776283387286,-0.11396963593900396,0.0,0.0,-0.03420344229130492
165.0,-0.03709699958562851,0.09760099649429321,-0.032976001501083374,0.9991620182991028,0.008268999867141247,-0.04002700001001358,-0.002001000102609396,0.9894319385812584,0.0,0.0,-0.14499806521237715,-0.03971601192042773,-0.0006078981416391999,-0.1208,-0.17194029710367773,-0.05238866052301734,0.0,-0.03415229128676278,-0.0024292065387204274,-0.1208,-0.012587099790505138,0.17476949513454845,-0.001915927679308595,0.0071906530653668916,0.1526527329530943,-0.001614337249175553,1.2796040074563382,0.3247389623305651,-0.11417997541785208,0.0,0.0,-0.03420344229130492
188.0,-0.04022999852895737,0.14709599316120148,-0.027760999277234077,0.9993150234222412,0.0076950001530349255,-0.036086998879909515,-0.00278700003400445,0.9893814599920425,0.0,0.0,-0.14534210203521405,-0.04265418627168386,-0.002026327138797333,-0.1208,-0.049637252813650556,-0.028661069409972834,0.0,-0.02638169245664916,-0.0019776680303533137,-0.1208,-0.01021501730005589,0.13492431367002705,-0.0013696170204024625,-0.0007073918845447904,0.1725764772088203,-0.0013632229153769746,1.2817226457507154,0.32441661804209265,-0.11433888825839589,0.0,0.0,-0.028293400977124374
