time,omega_b2i_0,omega_b2i_1,omega_b2i_2,q_b2i_0,q_b2i_1,q_b2i_2,q_b2i_3,q_i2d_0,q_i2d_1,q_i2d_2,q_i2d_3,r_mass_0,r_mass_1,r_mass_2,rdot_mass_0,rdot_mass_1,rdot_mass_2,r_mass_commanded_0,r_mass_commanded_1,r_mass_commanded_2,u_com_0,u_com_1,u_com_2,u_actual_0,u_actual_1,u_actual_2,theta_hat_0,theta_hat_1,theta_hat_2
5215.0,-0.04543599858880043,0.005615999922156334,-0.00013000000035390258,0.9999290108680725,0.0020749999675899744,0.009673000313341618,-0.006684999912977219,0.9999354886564757,0.0,0.0,-0.011358632194724334,0.014386922685461065,-0.005065817846993333,-0.1208,0.0,0.0,0.0,0.014646582333756734,0.002324754544708796,-0.1208,0.010185941224332279,-0.07435868124214133,-0.08671680311646687,-0.028473553964536377,-0.08527979374356101,9.541903156004129e-05,-0.07365731943996194,0.009241043531024864,0.0016018258513957743
5226.0,-0.04543599858880043,0.005615999922156334,-0.00013000000035390258,0.9999290108680725,0.0020749999675899744,0.009673000313341618,-0.006684999912977219,0.9999354265311303,0.0,0.0,-0.011364099964660025,0.014386922685461065,-0.004761868776173734,-0.1208,0.030901488086022066,0.0708849741787032,0.0,0.014647795697538948,0.00232503736693705,-0.1208,0.01018714853930613,-0.07436481985695191,-0.0867290025521657,-0.026923351555694267,-0.08527979374356101,7.998278506427952e-05,-0.07374217306727077,0.009226306147880173,0.0016034022049976305
5237.0,-0.04543599858880043,0.005615999922156334,-0.00013000000035390258,0.9999290108680725,0.0020749999675899744,0.009673000313341618,-0.006684999912977219,0.9999353604064701,0.0,0.0,-0.011369916832716384,0.014589555399340797,-0.003748705206775066,-0.1208,0.0,0.14061088926329463,0.0,0.014648946089711248,0.0023253055153173536,-0.1208,0.010188293217944797,-0.07437063988764303,-0.08674056885212407,-0.02175601019288723,-0.08631326201612241,2.6249028059120615e-05,-0.07383244437064493,0.009210627518065636,0.0016050792032379943
5248.0,-0.04543599858880043,0.005615999922156334,-0.00013000000035390258,0.9999290108680725,0.0020749999675899744,0.009673000313341618,-0.006684999912977219,0.9999352973719354,0.0,0.0,-0.011375459098388234,0.014589555399340797,-0.0021276434957372,-0.1208,0.0,0.18791452248650142,0.0,0.014650169930894059,0.002325590788361854,-0.1208,0.010189511002388229,-0.0743768315094566,-0.08675287362013762,-0.013488264012395982,-0.08631326201612241,-5.6077619918275566e-05,-0.07391845421859033,0.009195688723947444,0.001606677033767461
5258.0,-0.009836000390350819,-0.05061899870634079,0.001762000028975308,0.9999290108680725,0.0018530000234022737,0.00977999996393919,-0.006587999872863293,0.9999354026661398,0.0,0.0,-0.011366199668541683,0.014589555399340797,-0.00020263271387973333,-0.1208,0.0,0.14038896592065978,0.0,0.008489307825574109,-0.001359266070440391,-0.1208,-0.0076738613083211565,-0.04316927489835859,-0.03780290598606771,-0.0033964408374591395,-0.08644698909671272,-0.0001366774988115615,-0.07396458937952301,0.009203783992327737,0.0016076094734570937
5268.0,-0.009836000390350819,-0.05061899870634079,0.001762000028975308,0.9999290108680725,0.0018530000234022737,0.00977999996393919,-0.006587999872863293,0.9999355059417702,0.0,0.0,-0.01135711041489596,0.014589555399340797,0.001114479926338533,-0.1208,0.0,0.09504450730537765,0.0,0.008489903982273537,-0.0013594956581083363,-0.1208,-0.00767465122432528,-0.04317239150427537,-0.03778338053807116,0.003321086157679616,-0.08644698909671272,-0.00020432040615990803,-0.07400987654886777,0.009211730972081202,0.0016085247762981625
5280.0,-0.009836000390350819,-0.05061899870634079,0.001762000028975308,0.9999290108680725,0.0018530000234022737,0.00977999996393919,-0.006587999872863293,0.9999356200033476,0.0,0.0,-0.011347063431609312,0.014589555399340797,0.002026327138797333,-0.1208,-0.0708849741787032,0.04052970282241675,0.0,0.008490489180122686,-0.0013597210326323514,-0.1208,-0.007675426655207591,-0.04317545081947745,-0.03776421394041567,0.007971681769698756,-0.08644698909671272,-0.00025115011124722487,-0.07405993550675576,0.00922051585428963,0.001609536524275106
5291.0,-0.009836000390350819,-0.05061899870634079,0.001762000028975308,0.9999290108680725,0.0018530000234022737,0.00977999996393919,-0.006587999872863293,0.9999357337919867,0.0,0.0,-0.01133703161683495,0.013880340900761732,0.002228959852677066,-0.1208,-0.14061088926329463,-0.0612923417459669,0.0,0.008491136037404123,-0.001359970161650036,-0.1208,-0.007676283828001554,-0.0431788324800715,-0.03774302776687127,0.009005147461258564,-0.0828298591762534,-0.0002544067908527777,-0.07410991878263486,0.009229288062422058,0.0016105467449629715
5302.0,-0.009836000390350819,-0.05061899870634079,0.001762000028975308,0.9999290108680725,0.0018530000234022737,0.00977999996393919,-0.006587999872863293,0.9999358408672244,0.0,0.0,-0.011327583553294962,0.011651381048084667,0.001114479926338533,-0.1208,-0.16210695727620447,-0.13797261139522898,0.0,0.008491781915356732,-0.0013602189221777806,-0.1208,-0.00767713974558209,-0.043182209021251396,-0.03772187357710888,0.003321086157679616,-0.0714617365690955,-0.00017469930269935102,-0.07415699343333712,0.009237550369707494,0.0016114981811119486
5313.0,0.03901899978518486,0.014554999768733978,0.008410999551415443,0.9999290108680725,0.0021639999467879534,0.009808000177145004,-0.006401999853551388,0.9999363994465253,0.0,0.0,-0.011278167489406497,0.0100303193370468,-0.00020263271387973333,-0.1208,-0.11462747938833506,-0.09504450730537765,0.0,0.015844018104433536,-0.007238490450608146,-0.1208,-0.036929526998373215,-0.08084046779681513,0.00014843543133077368,-0.00377768010331963,-0.06322627277596142,-0.00010700044439273444,-0.07425141422846321,0.009283315689616746,0.001613551811865133
